"","X1","DGUID","PCNAME","LANDAREA","PRUID","GEO_NAME","C1_COUNT_TOTAL_Population..2021","C1_COUNT_TOTAL_Population..2016","C1_COUNT_TOTAL_Population.percentage.change..2016.to.2021","C1_COUNT_TOTAL_Total.private.dwellings","C1_COUNT_TOTAL_Private.dwellings.occupied.by.usual.residents","C1_COUNT_TOTAL_Population.density.per.square.kilometre","C1_COUNT_TOTAL_Land.area.in.square.kilometres","C1_COUNT_TOTAL_65.years.and.over","C1_COUNT_TOTAL_Median.age.of.the.population","C1_COUNT_TOTAL_Total...Occupied.private.dwellings.by.structural.type.of.dwelling...100..data","C1_COUNT_TOTAL_Single.detached.house","C1_COUNT_TOTAL_Average.household.size","C1_COUNT_TOTAL_Married.or.living.common.law","C1_COUNT_TOTAL_Average.number.of.children.in.census.families.with.children","C1_COUNT_TOTAL_Multigenerational.households","C1_COUNT_TOTAL_Median.total.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.after.tax.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.government.transfers.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.employment.insurance.benefits.in.2020.among.recipients....","C1_COUNT_TOTAL_Average.total.income.in.2020.among.recipients....","C1_COUNT_TOTAL_Median.total.income.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.after.tax.income.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.government.transfers.in.2019.among.recipients....","C1_COUNT_TOTAL_Median.employment.insurance.benefits.in.2019.among.recipients....","C1_COUNT_TOTAL_Indigenous.identity","C1_COUNT_TOTAL_Registered.or.Treaty.Indian","C1_COUNT_TOTAL_Total...Private.households.by.tenure...25..sample.data","C1_COUNT_TOTAL_Owner","C1_COUNT_TOTAL_Renter","C1_COUNT_TOTAL_Total...Occupied.private.dwellings.by.housing.indicators...25..sample.data","C1_COUNT_TOTAL_Spending.30..or.more.of.income.on.shelter.costs.only","C1_COUNT_TOTAL_Median.monthly.shelter.costs.for.owned.dwellings....","C1_COUNT_TOTAL_Average.monthly.shelter.costs.for.owned.dwellings....","C1_COUNT_TOTAL_Median.value.of.dwellings....","C1_COUNT_TOTAL_Average.value.of.dwellings....","C1_COUNT_TOTAL_Median.monthly.shelter.costs.for.rented.dwellings....","C1_COUNT_TOTAL_Average.monthly.shelter.costs.for.rented.dwellings....","C1_COUNT_TOTAL_Non.immigrants","C1_COUNT_TOTAL_Immigrants","C1_COUNT_TOTAL_Total.visible.minority.population","C1_COUNT_TOTAL_Total...Highest.certificate..diploma.or.degree.for.the.population.aged.15.years.and.over.in.private.households...25..sample.data","C1_COUNT_TOTAL_No.certificate..diploma.or.degree","C1_COUNT_TOTAL_High..secondary..school.diploma.or.equivalency.certificate","C1_COUNT_TOTAL_Postsecondary.certificate.or.diploma.below.bachelor.level","C1_COUNT_TOTAL_Bachelor.s.degree","C1_COUNT_TOTAL_Total...Population.aged.15.years.and.over.by.labour.force.status...25..sample.data","C1_COUNT_TOTAL_In.the.labour.force","C1_COUNT_TOTAL_Employed","C1_COUNT_TOTAL_Unemployed","C1_COUNT_TOTAL_Not.in.the.labour.force","C1_COUNT_TOTAL_Participation.rate","C1_COUNT_TOTAL_Employment.rate","C1_COUNT_TOTAL_Unemployment.rate","C1_COUNT_TOTAL_Total...Place.of.work.status.for.the.employed.labour.force.aged.15.years.and.over...25..sample.data","C1_COUNT_TOTAL_Worked.at.home","C1_COUNT_TOTAL_Worked.outside.Canada","C1_COUNT_TOTAL_No.fixed.workplace.address","C1_COUNT_TOTAL_Usual.place.of.work","C1_COUNT_TOTAL_Total...Commuting.destination.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work...25..sample.data","C1_COUNT_TOTAL_Commute.within.census.subdivision..CSD..of.residence","C1_COUNT_TOTAL_Commute.to.a.different.census.subdivision..CSD..within.census.division..CD..of.residence","C1_COUNT_TOTAL_Commute.to.a.different.census.subdivision..CSD..and.census.division..CD..within.province.or.territory.of.residence","C1_COUNT_TOTAL_Commute.to.a.different.province.or.territory","C1_COUNT_TOTAL_Total...Main.mode.of.commuting.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work.or.no.fixed.workplace.address...25..sample.data","C1_COUNT_TOTAL_Car..truck.or.van","C1_COUNT_TOTAL_Public.transit","C1_COUNT_TOTAL_Walked","C1_COUNT_TOTAL_Bicycle","C1_COUNT_TOTAL_Other.method","C1_COUNT_TOTAL_Total...Commuting.duration.for.the.employed.labour.force.aged.15.years.and.over.with.a.usual.place.of.work.or.no.fixed.workplace.address...25..sample.data","C1_COUNT_TOTAL_Less.than.15.minutes","C1_COUNT_TOTAL_15.to.29.minutes","C1_COUNT_TOTAL_30.to.44.minutes","C1_COUNT_TOTAL_45.to.59.minutes","C1_COUNT_TOTAL_60.minutes.and.over","C10_RATE_TOTAL_65.years.and.over","C10_RATE_TOTAL_Single.detached.house","nVets","nvets_1kmBuffer","nDentist","nDentists_1kmBuffer","nDentists_2kmBuffer","nDentists_5kmBuffer","nfuneral","nfunerals_1kmBuffer","nfunerals_2kmBuffer","nfunerals_5kmBuffer","C1_COUNT_TOTAL_Commuteout","C1_COUNT_TOTAL_Dwellingperkm","C1_COUNT_TOTAL_Dwellingperpop"
"79",79,"2021S05100410","Killarney",3.4499,46,"Killarney",2499,2315,7.9,1134,1026,724.4,3.45,28.4,46.8,1025,845,2.2,1260,1.9,5,37600,34000,11300,5800,41360,36800,32800,8000,7550,200,55,1055,800,260,1055,150,612,752,190000,204400,800,840,2145,210,175,1900,380,700,540,210,1900,1055,955,100,855,55.5,50.3,9.5,950,145,0,110,700,695,620,45,35,0,810,690,0,105,10,0,810,630,90,40,15,30,"c(NA, NA)",82.4,0,1,1,1,1,1,1,1,1,1,0.107913669064748,328.695652173913,0.410564225690276
"80",80,"2021S05100412","Kincardine",9.5933,35,"Kincardine",9343,8506,9.8,4574,3995,973.9,9.59,25.5,45.6,3995,3085,2.3,5075,1.8,40,50400,44400,8900,6000,68800,49600,43200,4440,5560,270,100,3980,3090,890,3980,545,1130,1406,5e+05,551000,1180,1164,7825,1145,705,7525,955,1705,2900,1420,7525,4170,3835,335,3355,55.4,51,8,3835,1005,10,240,2580,2580,1955,440,185,0,2815,2575,10,175,10,50,2815,1300,1030,320,75,90,"c(NA, NA)",77.2,1,2,6,6,6,6,1,1,2,2,0.242248062015504,476.955161626694,0.427592850262228
"81",81,"2021S05100413","Kindersley",1.7873,47,"Kindersley",2938,3052,-3.7,1501,1294,1643.8,1.79,17,40.4,1295,925,2.2,1345,1.8,15,45200,40400,7450,5760,53600,44000,39200,1940,5240,185,15,1300,945,355,1300,210,920,1096,250000,260000,950,1004,2455,345,420,2365,490,775,825,175,2365,1750,1665,85,615,74,70.4,4.9,1665,110,0,295,1255,1255,1135,70,45,0,1550,1370,0,165,0,10,1550,1195,160,105,55,30,"c(NA, NA)",71.4,0,1,3,3,3,3,1,1,1,1,0.0956175298804781,838.54748603352,0.440435670524166
"82",82,"2021S05100418","Kirkland Lake",4.1737,35,"Kirkland Lake",6180,6305,-2,3581,3082,1480.7,4.17,23.2,45.6,3085,1805,1.9,2505,1.7,30,37200,34400,12500,6000,48520,34400,32000,8500,5800,700,295,3090,1830,1260,3090,485,800,953,150000,168600,750,770,5620,265,250,5115,1305,1405,1700,540,5115,2740,2425,315,2375,53.6,47.4,11.5,2425,305,0,255,1860,1860,1560,175,115,10,2120,1830,15,200,15,60,2120,1540,230,110,145,95,"c(NA, NA)",58.5,1,1,3,3,3,3,1,1,1,2,0.161290322580645,858.752997601918,0.498705501618123
"83",83,"2021S05100434","La Sarre",5.8957,24,"La Sarre",5629,5547,1.5,2891,2715,954.8,5.9,30.8,51.6,2715,1425,1.9,2565,1.8,15,36400,32800,13700,5080,45920,32800,30000,11500,4680,160,55,2700,1540,1160,2700,360,760,891,190000,200400,592,640,5145,45,50,4510,1365,940,1705,390,4510,2470,2330,140,2040,54.8,51.7,5.7,2325,140,0,330,1855,1850,1455,160,205,30,2180,1735,105,225,30,90,2180,1475,320,40,40,315,"c(NA, NA)",52.5,0,0,5,5,5,5,1,1,1,2,0.213513513513514,490,0.482323680938
"84",84,"2021S05100435","La Tuque",6.3306,24,"La Tuque",7464,7571,-1.4,4041,3742,1179,6.33,28.2,51.2,3740,1845,2,3575,1.7,15,38800,34800,13100,5000,43720,36000,32000,10100,4480,865,600,3785,2345,1440,3785,405,780,868,150000,150800,516,562,7105,75,60,6220,1500,1535,2595,475,6220,3240,3005,240,2975,52.1,48.3,7.4,3005,190,0,200,2610,2610,2505,40,60,0,2810,2410,20,285,25,65,2810,2315,300,100,0,90,"c(NA, NA)",49.3,1,1,4,4,4,4,1,1,1,1,0.0402298850574713,638.388625592417,0.501339764201501
"85",85,"2021S05100437","Labelle",2.7747,24,"Labelle",1244,1179,5.5,637,597,448.3,2.77,24.6,49.6,595,380,2,530,1.6,0,34800,31200,14600,6000,41800,31800,28800,11200,5120,45,0,665,415,255,665,110,780,808,2e+05,218000,645,700,1250,45,25,1130,360,225,465,55,1130,690,615,75,440,61.1,54.4,10.9,615,60,0,120,430,430,160,190,80,0,550,505,0,20,0,15,550,180,230,90,10,35,"c(NA, NA)",63.9,0,0,1,1,1,1,0,0,0,1,0.627906976744186,229.963898916968,0.479903536977492
"86",86,"2021S05100438","Labrador City",14.4951,10,"Labrador City",9011,8763,2.8,4075,3720,621.7,14.5,11.3,38.4,3720,1860,2.4,4820,1.6,50,65000,55200,8500,6550,80000,60800,51600,6240,7250,935,280,3720,2925,800,3720,170,1200,1172,3e+05,293200,1000,984,8380,500,620,7280,840,1965,3565,700,7280,5335,5045,290,1945,73.3,69.3,5.4,5045,185,0,440,4420,4420,3210,1150,10,45,4860,4665,15,130,10,45,4860,3460,1260,115,10,10,"c(NA, NA)",50,1,1,5,5,5,5,1,1,1,1,0.273755656108597,281.034482758621,0.41282876484297
"87",87,"2021S05100439","Lac la Biche",2.944,48,"Lac la Biche",2138,2294,-6.8,991,819,726.2,2.94,18.7,40.4,820,575,2.5,855,1.8,30,42400,38400,10400,6280,50880,40400,36400,3840,7050,490,115,775,440,330,775,110,750,1148,348000,342000,1270,1268,1615,335,550,1605,395,420,515,215,1605,985,885,95,625,61.4,55.1,9.6,885,65,0,85,730,730,660,15,55,0,815,755,10,40,0,10,815,650,70,35,10,55,"c(NA, NA)",70.1,0,1,3,3,3,3,1,1,1,1,0.0958904109589042,337.074829931973,0.383068288119738
"88",88,"2021S05100443","Lac-MÃ©gantic",9.3213,24,"Lac-Mégantic",5808,5664,2.5,3144,2942,623.1,9.32,32,52.8,2940,1430,1.9,2670,1.8,10,35200,31800,13500,4000,40840,32800,29800,11100,4400,160,25,2950,1595,1355,2950,505,810,938,180000,210600,600,769,5515,105,115,4890,1235,1255,1805,430,4890,2665,2455,210,2230,54.5,50.2,7.9,2450,200,0,190,2060,2060,1545,420,85,0,2245,1985,20,175,25,35,2245,1770,260,125,40,45,"c(NA, NA)",48.6,1,1,3,3,3,3,2,2,2,2,0.25,337.339055793991,0.506542699724518
"89",89,"2021S05100455","Lanigan",1.8329,47,"Lanigan",1277,1245,2.6,587,521,696.7,1.83,22.7,41.6,520,415,2.4,615,2,0,45200,40800,9300,5600,59900,43600,39200,5280,4560,45,0,520,390,130,520,45,725,932,188000,203000,870,940,1095,135,150,1010,145,335,400,95,1010,645,600,35,370,63.9,59.4,5.4,605,50,0,75,480,480,270,140,65,0,550,505,0,40,0,0,550,310,135,70,20,15,"c(NA, NA)",79.8,0,0,1,1,1,1,0,0,0,0,0.4375,320.765027322404,0.407987470634299
"90",90,"2021S05100464","Lebel-sur-QuÃ©villon",2.3308,24,"Lebel-sur-Quévillon",1931,2015,-4.2,1071,864,828.5,2.33,20.5,47.2,865,650,2.2,1085,1.9,5,48000,42000,10400,5960,58700,47200,41600,9700,5280,65,25,855,720,130,855,25,770,846,135000,137600,780,760,1815,85,130,1590,305,300,830,105,1590,1030,995,40,560,64.8,62.6,3.9,995,60,0,75,855,860,710,80,70,0,930,760,0,125,15,35,930,700,120,35,10,65,"c(NA, NA)",75.1,0,0,0,0,0,0,0,0,0,0,0.174418604651163,459.656652360515,0.447436561367167
"91",91,"2021S05100469","Lewisporte",2.3348,10,"Lewisporte",2064,2179,-5.3,1002,889,884,2.33,40.8,58.4,890,655,2.2,1140,1.6,5,31400,29000,15000,9400,39600,30200,28200,13300,9000,90,25,920,580,340,920,145,745,884,190000,197000,770,800,1915,15,0,1675,410,495,600,110,1675,705,560,145,975,42.1,33.4,20.6,560,40,0,65,455,455,360,25,70,0,515,485,0,15,0,15,515,370,40,50,25,30,"c(NA, NA)",73.6,0,0,1,1,1,1,2,3,3,3,0.208791208791209,430.042918454936,0.430717054263566
"92",92,"2021S05100470","Lillooet",2.3713,59,"Lillooet",1652,1570,5.2,886,809,696.7,2.37,32.1,52.8,805,485,2,810,1.6,15,34000,31600,13700,5760,43280,33200,31000,11300,5040,360,265,730,575,140,725,90,508,852,348000,376000,1030,1060,1285,145,65,1295,285,360,455,105,1295,690,640,50,605,53.3,49.4,7.2,640,55,0,75,505,505,470,15,25,0,585,450,0,105,20,0,585,500,40,10,0,35,"c(NA, NA)",60.2,1,1,1,1,1,1,0,0,0,0,0.0693069306930693,373.839662447257,0.489709443099274
"93",93,"2021S05100474","Listowel",6.7318,35,"Listowel",9539,7530,26.7,4023,3910,1417,6.73,20.5,39.2,3910,2385,2.4,4870,1.9,60,42800,38400,8700,5480,49600,40400,36400,4600,5720,160,50,3930,2585,1340,3930,765,1190,1312,5e+05,542000,1090,1158,8240,1090,960,7680,1815,2485,2330,735,7680,4920,4510,410,2765,64.1,58.7,8.3,4510,550,0,410,3545,3545,2275,170,1090,10,3950,3480,0,320,70,70,3950,2210,655,530,355,195,"c(NA, NA)",61,0,0,5,5,5,5,4,4,4,6,0.358251057827927,597.77117384844,0.40989621553622
"94",94,"2021S05100475","Little Current",2.23,35,"Little Current",1210,1558,-22.3,728,565,542.6,2.23,29.8,50.8,565,445,2.1,590,1.7,10,37600,34800,12900,6450,47900,35600,32800,9500,5800,225,155,605,410,200,605,115,1060,1128,260000,281000,930,970,1260,45,25,1110,260,335,325,130,1110,655,595,60,455,59,53.6,9.2,595,75,0,65,450,450,330,85,30,0,515,445,0,55,0,20,515,320,70,75,30,25,"c(NA, NA)",78.8,1,1,5,5,5,5,1,1,1,1,0.266666666666667,326.457399103139,0.466942148760331
"95",95,"2021S05100477","Liverpool",3.5934,12,"Liverpool",2546,2549,-0.1,1339,1239,708.5,3.59,32.1,53.2,1235,855,2,1150,1.7,20,30800,28400,13800,5760,38160,26000,24600,10900,4800,280,40,1270,760,510,1270,245,675,872,174000,194000,715,756,2415,105,105,2225,625,685,625,180,2225,965,815,150,1260,43.4,36.6,15.5,815,110,0,120,585,585,465,0,110,0,710,630,0,50,10,20,710,420,120,100,35,35,"c(NA, NA)",69.2,0,0,3,3,3,3,1,1,1,1,0.205128205128205,372.980501392758,0.486645718774548
"96",96,"2021S05100481","Longlac",1.7392,35,"Longlac",1316,1434,-8.2,650,562,756.7,1.74,18.9,43.2,560,440,2.3,660,1.8,5,45600,40800,11800,6600,54000,42400,38800,7300,5080,425,280,545,415,125,545,60,765,936,140000,160000,750,800,1160,25,20,1005,250,290,370,85,1005,585,525,55,420,58.2,52.2,9.4,525,30,0,80,415,415,375,20,15,0,495,420,20,55,0,0,495,320,25,80,0,70,"c(NA, NA)",78.6,0,0,2,2,2,2,0,0,0,0,0.0963855421686747,373.563218390805,0.427051671732523
"97",97,"2021S05100489","Lucknow",1.6891,35,"Lucknow",1154,1121,2.9,506,486,683.2,1.69,29.4,47.6,490,365,2.2,535,1.8,10,35600,33200,11700,5920,49600,34000,32400,7400,6160,20,10,485,370,115,485,85,1000,1128,376000,408000,750,720,930,30,0,845,190,230,315,85,845,460,415,50,385,54.4,49.1,10.9,415,65,0,45,300,300,130,90,80,0,345,295,0,45,0,0,345,135,80,80,35,15,"c(NA, NA)",74.5,1,1,2,2,2,2,1,1,1,2,0.566666666666667,299.408284023669,0.421143847487002
"98",98,"2021S05100490","Lunenburg",3.3512,12,"Lunenburg",2405,2262,6.3,1232,1085,717.7,3.35,35.8,56.8,1085,755,2,1190,1.5,20,34800,31400,12900,5400,48480,32800,29400,10300,5600,40,15,1080,685,400,1080,220,920,1114,348000,380000,920,992,1910,260,140,1960,280,430,560,445,1960,1055,895,155,905,53.8,45.7,14.7,895,210,0,120,570,570,325,210,30,10,685,495,0,145,10,35,685,400,185,55,35,20,"c(NA, NA)",69.6,1,1,1,1,1,3,3,3,3,5,0.429824561403509,367.761194029851,0.451143451143451
"99",99,"2021S05100493","Mackenzie",3.4274,59,"Mackenzie",2856,3262,-12.4,1634,1323,833.3,3.43,16.8,43.2,1325,910,2.2,1400,1.7,20,48800,44400,9800,6080,55100,48400,42800,8300,5080,365,160,1400,1105,295,1400,150,770,834,150000,166800,1070,1060,2740,230,160,2510,495,820,905,230,2510,1690,1480,200,825,67.3,59,11.8,1485,60,0,250,1170,1170,975,105,75,15,1415,1225,45,95,20,35,1415,960,215,95,15,135,"c(NA, NA)",68.7,0,0,0,0,0,0,0,0,0,0,0.166666666666667,476.384839650146,0.463235294117647
"100",100,"2021S05100499","Manitouwadge",2.3508,35,"Manitouwadge",1682,1735,-3.1,924,795,715.5,2.35,24.7,50.4,795,690,2.1,870,1.6,5,35200,32800,10900,6280,51750,32000,30600,7950,6160,180,55,790,620,175,790,50,720,792,1e+05,110000,560,624,1495,175,65,1460,295,535,470,110,1460,765,650,120,695,52.4,44.5,15.7,645,55,0,90,500,500,310,160,30,0,590,535,0,45,0,0,590,360,20,85,85,40,"c(NA, NA)",86.8,0,0,1,1,1,1,0,0,0,0,0.38,393.191489361702,0.472651605231867
"101",101,"2021S05100500","Maniwaki",6.0477,24,"Maniwaki",4094,3891,5.2,2302,2055,677,6.05,29.9,53.2,2055,1235,1.9,1555,1.6,30,31200,29000,14500,5520,38640,27400,25800,11400,5200,1070,580,2055,1125,905,2055,240,705,760,139000,144800,604,608,3810,55,55,3380,965,740,1335,240,3380,1735,1560,175,1640,51.3,46.2,10.1,1560,125,0,175,1260,1260,920,245,80,25,1440,1300,20,100,0,25,1440,1055,240,40,30,75,"c(NA, NA)",60.1,1,1,6,6,6,6,3,3,3,3,0.26984126984127,380.495867768595,0.501954079140205
"102",102,"2021S05100501","Manning",1.3729,48,"Manning",1027,1072,-4.2,503,441,748.1,1.37,22,42.4,440,340,2.3,485,1.8,10,42800,38800,10000,6600,54000,44000,39200,4320,6700,90,20,450,315,135,450,65,1040,1180,2e+05,218000,850,940,835,150,160,810,200,250,255,90,810,550,505,50,260,67.9,62.3,9.1,500,40,0,55,405,410,335,65,0,0,460,440,0,15,0,0,460,290,110,10,0,40,"c(NA, NA)",77.3,0,1,0,0,0,0,0,0,0,0,0.182926829268293,367.153284671533,0.429406037000974
"103",103,"2021S05100502","Maple Creek",1.5673,47,"Maple Creek",2151,2074,3.7,1075,980,1372.4,1.57,27.1,46.8,980,830,2.2,1025,2,5,36800,34800,11400,5840,44800,36400,33200,7200,5800,175,90,985,775,210,980,145,665,924,180000,194400,715,795,1905,180,150,1795,400,635,595,115,1795,1035,970,65,755,57.7,54,6.3,970,50,0,145,780,780,725,10,15,25,920,765,0,130,15,0,920,710,80,85,10,40,"c(NA, NA)",84.7,0,2,1,1,1,1,1,1,1,1,0.0705128205128205,684.713375796178,0.455602045560205
"104",104,"2021S05100504","Marathon",4.3268,35,"Marathon",3022,3138,-3.7,1527,1354,698.4,4.33,15.9,42.8,1355,1015,2.2,1580,1.8,15,45200,40800,8200,5240,61100,42800,38400,4320,6120,540,275,1355,1055,300,1355,60,670,832,150000,148800,700,710,2755,210,180,2525,505,835,895,200,2525,1525,1395,125,1000,60.4,55.2,8.2,1395,120,0,150,1125,1125,900,155,70,0,1275,1150,10,90,10,15,1275,770,180,190,70,70,"c(NA, NA)",74.9,0,0,3,3,3,3,0,0,0,0,0.2,352.655889145497,0.448047650562541
"105",105,"2021S05100506","Markdale",2.2982,35,"Markdale",1206,1216,-0.8,598,564,524.8,2.3,34.3,54,565,395,2,520,1.8,10,37600,34000,14200,5480,43800,33600,30800,11000,5480,30,0,575,385,185,570,115,636,1012,5e+05,468000,830,910,1080,60,40,1010,210,335,380,70,1010,525,460,60,485,52,45.5,11.4,460,50,0,55,350,350,195,75,75,0,405,330,0,70,0,0,405,190,90,50,15,60,"c(NA, NA)",69.9,1,1,3,3,3,4,0,1,2,2,0.442857142857143,260,0.467661691542289
"106",106,"2021S05100509","Marystown",5.705,10,"Marystown",2671,2702,-1.1,1355,1219,468.2,5.71,23.1,48.4,1220,855,2.2,1295,1.6,20,31800,29000,14700,8200,41520,28800,26600,11800,8400,35,10,1230,825,410,1235,200,705,992,2e+05,221200,710,688,2585,55,30,2240,485,490,1040,145,2240,1160,940,220,1080,51.8,42,19,940,60,0,120,760,765,535,170,30,25,880,795,0,35,0,50,880,655,125,45,25,25,"c(NA, NA)",70.1,0,1,3,3,4,4,4,4,4,4,0.300653594771242,237.302977232925,0.456383377012355
"107",107,"2021S05100514","Matagami",1.7256,24,"Matagami",1340,1396,-4,695,584,776.5,1.73,16,41.2,585,295,2.3,685,1.9,5,49200,42800,10000,5480,58200,47600,42000,7950,5240,30,0,570,450,120,570,25,628,692,1e+05,101200,612,560,1285,35,55,1080,300,215,430,90,1080,690,655,35,390,63.9,60.6,5.1,655,65,0,40,545,545,480,45,20,0,580,455,0,115,0,15,580,465,105,0,0,10,"c(NA, NA)",50.4,0,0,0,0,0,0,0,0,0,0,0.119266055045872,401.734104046243,0.435820895522388
"108",108,"2021S05100517","Mayerthorpe",1.2888,48,"Mayerthorpe",1171,1205,-2.8,524,467,908.6,1.29,31.5,49.2,465,350,2.2,490,1.9,0,37200,35200,12200,6450,53000,35600,32800,6320,8000,125,15,460,365,95,460,55,840,1036,2e+05,195000,950,1100,920,70,65,830,240,285,235,65,830,550,480,65,285,66.3,57.8,11.8,480,20,0,40,420,425,245,150,25,0,460,365,0,85,0,15,460,235,125,65,10,30,"c(NA, NA)",75.3,0,1,2,2,2,2,1,1,1,1,0.423529411764706,406.201550387597,0.398804440649018
"109",109,"2021S05100521","Meadow Lake",3.2792,47,"Meadow Lake",5141,5266,-2.4,2042,1857,1567.8,3.28,12.5,32.8,1855,1265,2.7,1955,2,70,43200,39200,8700,6280,52900,40400,36800,4000,6200,2470,1095,1865,1095,775,1865,230,1270,1348,270000,264000,950,1008,4520,385,565,3760,875,1145,1140,420,3760,2460,2200,260,1300,65.4,58.5,10.6,2195,195,0,275,1730,1730,1580,75,50,20,2005,1730,0,235,15,15,2005,1425,385,105,30,60,"c(NA, NA)",68.2,0,2,4,4,4,4,1,1,1,1,0.0867052023121387,622.560975609756,0.361213771639759
"110",110,"2021S05100524","Melfort",4.3349,47,"Melfort",5718,5778,-1,2702,2494,1319.1,4.33,24.1,43.2,2490,1695,2.2,2620,1.9,25,40800,37200,10000,6000,49640,39200,36000,6320,5920,710,325,2500,1635,860,2495,395,940,1072,230000,238400,860,870,5080,435,505,4535,950,1570,1345,525,4535,2895,2715,185,1635,63.8,59.9,6.4,2715,205,0,235,2270,2270,1755,150,340,25,2500,2265,0,205,10,20,2500,1825,320,260,30,75,"c(NA, NA)",68.1,2,3,3,3,3,3,2,2,2,2,0.226872246696035,624.018475750577,0.436166491780343
"111",111,"2021S05100529","Merritt",4.4286,59,"Merritt",5248,5321,-1.4,2435,2293,1185,4.43,27,48.8,2295,1465,2.2,2480,1.7,80,35600,33600,13900,5040,44360,32800,30200,11600,4960,1090,615,2275,1645,625,2270,410,900,1044,376000,377600,970,1008,4535,425,395,4245,1000,1360,1365,310,4245,2140,1915,225,2105,50.4,45.1,10.5,1915,190,10,255,1460,1460,1225,190,50,0,1710,1505,15,145,25,30,1710,1210,280,70,70,85,"c(NA, NA)",63.8,0,1,7,7,7,7,2,2,2,2,0.160958904109589,549.661399548533,0.436928353658537
"112",112,"2021S05100541","Mont-Laurier",10.4033,24,"Mont-Laurier",7634,7841,-2.6,4092,3887,733.8,10.4,31.3,52.8,3885,1610,1.8,3105,1.6,25,32400,29800,14200,5200,39760,29000,27000,11300,5240,380,60,3935,1825,2115,3940,580,755,799,2e+05,205200,600,616,7145,110,95,6305,2140,1200,2190,565,6305,3430,3185,250,2875,54.4,50.5,7.3,3185,285,0,320,2575,2570,2220,165,185,0,2895,2475,0,355,20,45,2895,2090,525,100,80,100,"c(NA, NA)",41.4,4,4,8,8,8,8,2,2,2,2,0.136186770428016,393.461538461538,0.509169504846738
"113",113,"2021S05100551","Moosomin",1.9287,47,"Moosomin",2478,2548,-2.7,1159,1056,1284.8,1.93,20.6,40.8,1055,765,2.3,1240,1.9,5,44400,39600,8900,6000,54600,43200,39200,4640,6600,105,20,1065,765,305,1065,180,1000,1140,250000,266000,800,980,2010,380,335,1955,340,745,570,235,1955,1285,1225,50,675,65.7,62.7,3.9,1225,50,0,145,1030,1030,680,235,80,35,1175,1080,0,80,10,0,1175,740,195,170,30,35,"c(NA, NA)",72.5,1,2,3,3,3,3,1,1,1,1,0.339805825242718,600.518134715026,0.426150121065375
"114",114,"2021S05100558","Mount Forest",3.7253,35,"Mount Forest",5040,4643,8.6,2250,2174,1352.9,3.73,29.5,49.6,2175,1330,2.2,2255,1.7,40,37200,34400,11900,5520,43560,35600,32800,8200,5800,90,40,2205,1425,780,2205,465,1070,1174,5e+05,493200,1080,1086,4470,300,195,4040,1055,1335,1325,255,4040,2220,2040,175,1820,55,50.5,7.9,2045,170,0,245,1625,1625,975,295,355,0,1870,1675,0,140,35,20,1870,865,415,210,120,255,"c(NA, NA)",61.1,2,2,3,3,3,3,1,1,1,2,0.4,603.217158176944,0.431349206349206
"115",115,"2021S05100567","Nakusp",1.3144,59,"Nakusp",1112,1135,-2,606,554,846,1.31,35,54,550,440,2,535,1.7,10,32800,31200,15000,5480,43400,29800,27800,13200,5360,85,25,550,415,140,550,100,608,876,348000,364000,900,1000,950,110,25,970,150,335,345,100,970,515,435,85,455,53.1,44.8,16.5,430,30,0,100,295,295,265,15,0,10,395,290,0,80,20,0,395,295,15,10,10,55,"c(NA, NA)",80,0,0,0,0,1,1,1,1,1,1,0.101694915254237,462.595419847328,0.498201438848921
"116",116,"2021S05100572","Neepawa",2.3571,46,"Neepawa",4938,3939,25.4,1681,1615,2094.9,2.36,15.7,38.4,1615,1150,3,2425,2.1,35,42000,36800,5040,5920,42440,38800,34400,2800,6240,215,35,1590,1090,495,1585,170,1010,1072,220000,236800,700,764,2295,2055,2670,3815,640,1550,900,590,3815,2720,2650,60,1095,71.3,69.5,2.2,2650,70,0,150,2430,2430,2285,30,115,0,2580,2330,0,185,0,60,2580,2225,200,90,30,45,"c(NA, NA)",71.2,0,2,3,3,3,3,2,2,2,2,0.0596707818930041,712.28813559322,0.327055488051843
"117",117,"2021S05100588","Nipawin",3.3672,47,"Nipawin",4147,4016,3.3,1880,1737,1231.6,3.37,23.2,41.2,1740,1380,2.3,1930,2,25,38400,35200,10700,6000,47200,35200,32400,6800,7100,755,420,1730,1215,525,1730,255,760,892,180000,197600,800,844,3700,265,300,3170,725,940,1060,365,3170,1900,1740,155,1270,59.9,54.9,8.2,1735,150,0,215,1380,1380,1185,150,20,15,1590,1425,0,120,20,25,1590,1215,170,125,0,75,"c(NA, NA)",79.3,1,2,3,3,3,3,2,2,2,2,0.141304347826087,557.86350148368,0.418857005063902
